Longitude,Latitude,Latency
144.96667476645447,-37.81220302045785,4.0
144.957060996426,-37.812011915969514,5.0
144.9645516597838,-37.81839380898075,6.75
144.9594056899926,-37.813755940759116,1.8
144.9647987990567,-37.81992972644165,7.0
144.9730564507524,-37.80969332464413,1.0
144.97275802807172,-37.81223092101601,1.0
144.9612936524612,-37.81197577634301,2.0
144.9535687195204,-37.80951763909286,7.73
144.95610287867268,-37.80943781321665,2.0
144.95403320604797,-37.81330200284764,19.5
144.95877559936858,-37.816883339633755,14.0
144.97200326783408,-37.82061635176849,8.0
144.9591871752949,-37.813036308407085,53.96
144.96963621773483,-37.81961986685047,6.93
144.96033211189723,-37.81636135261513,1.0
144.9670897755389,-37.81251239198487,54.5
144.96149016525007,-37.82048434926245,4.0
144.97131086793013,-37.81759855044825,19.28
144.95566070510384,-37.8146378252304,7.8
144.9546904978738,-37.810792140610054,48.0
144.9701258056335,-37.81447688436928,6.0
144.95664670289005,-37.81271699679638,1.0
144.96710663278316,-37.809058961541986,30.5
144.95590659063382,-37.81341098345493,593.2
144.95406540075177,-37.81961454556669,77.67
144.97145656285682,-37.809863631800226,82.0
144.95844565008585,-37.81363688260338,230.0
144.95856984320974,-37.818137023430104,4.1
144.962812158085,-37.810999136733805,8.66
144.95931869301964,-37.814373079773425,88.36
144.96290186660974,-37.81180831163097,87.3
144.9708817610912,-37.81342510954458,1.5
144.95512484527075,-37.812629301350235,82.0
144.9652038077527,-37.81026521325953,1.0
144.96531321750427,-37.81943933476961,3.0
144.9648776763526,-37.81572472528067,9.0
144.97135492834238,-37.819483199752916,10.16
144.96905344408407,-37.81220881111206,43.5
144.96963151778175,-37.815449384666394,63.33
144.97023989951336,-37.818895232200035,0.67
144.95552625138947,-37.81250029946078,7.6
144.9725657015862,-37.81368877426742,13.0
144.96618231591395,-37.810653450688775,21.84
144.96545012967206,-37.81160794069568,38.8
144.96403086907557,-37.819815364247994,2.0
144.95341295600318,-37.8179334827059,7.0
144.95327014503866,-37.81651903524744,1652.4
144.96790188216124,-37.8136593324033,5.5
144.95519855553542,-37.80904924644671,15.5
144.96649280331366,-37.82072315444569,3.2
144.96119716636247,-37.820421173025984,1.0
144.97064827695272,-37.81746518950942,0.67
144.97292027765147,-37.809807648898776,0.6
144.95466953076033,-37.81461398465637,8.25
144.95834588300877,-37.812722264318374,37.0
144.97129841917103,-37.816024190827115,6.73
144.9630804028435,-37.80957736651743,33.55
144.96639223303717,-37.80938220906622,9.0
144.97066989220525,-37.81234141255404,6.0
144.9650890116891,-37.818999054090696,41.32
144.96937966912802,-37.812290261606044,67.0
144.96636184004734,-37.813051980030636,8.67
144.95697809962746,-37.80973463167784,107.5
144.95414692860055,-37.82051889289977,42.4
144.9533028214478,-37.817441638526795,9.2
144.9553446603289,-37.814331250953906,7.6
144.9667219551635,-37.81251362090721,1.0
144.95818782828903,-37.809195434515836,48.25
144.9709177526165,-37.81801322842714,0.71
144.97189357795077,-37.812422680185364,1.0
144.95253463494166,-37.81943726640261,3.0
144.97008147927082,-37.81972883227141,9.8
144.96345472643966,-37.8140653271431,63.0
144.9528335824427,-37.82040819991862,19.3
144.95672867167647,-37.809975846386344,29.84
144.95280217827244,-37.81470037423908,32.8
144.9545926043006,-37.8092772608143,120.13
144.96006804307285,-37.81270090721323,10.25
144.95289438018455,-37.81803418718317,50.0
144.96338327971515,-37.812667232557935,2.0
144.96471004977425,-37.81828841293045,77.57
144.96278586076974,-37.82004362871683,2.0
144.9584720539262,-37.81494073579363,402.33
144.96312070621025,-37.81316355243797,3.0
144.96405992078823,-37.812983360350444,3.0
144.97473802038763,-37.81691707917827,4.75
144.9595544293831,-37.81894169054367,101.05
144.9743020828481,-37.814041009300084,13.0
144.95236763072268,-37.81986678948196,123.2
144.97047911881322,-37.81701008919292,3.75
144.95547646263603,-37.81685734813973,1.75
144.97056985024946,-37.811949490086015,116.0
144.96857137274088,-37.81850513325734,3.5
144.96041236574348,-37.81232427814847,3.0
144.96095445491537,-37.80921294519699,69.39
144.9637681464028,-37.81655076303315,111.26
144.9672884102368,-37.81837550228078,10.0
144.9738214555971,-37.81022769156637,1.0
144.95796480480922,-37.81538207569186,17.13
144.9653802088266,-37.820072702072316,20.57
144.96988852422308,-37.81731136352069,27.0
144.96927145646603,-37.809631192326094,57.39
144.97302162849638,-37.819738514630735,98.4
144.95766433725444,-37.81494725032072,1.0
144.96013376115977,-37.80921858377914,35.0
144.97449316752875,-37.809737313306606,3.0
144.9685547814326,-37.811259264836174,30.8
144.95477279098353,-37.80970920472584,61.25
144.97137861933462,-37.81475792135227,2.0
144.96711667875005,-37.815859202312744,6.0
144.96945535624738,-37.81593979226206,1.0
144.9675061741578,-37.811824407884195,95.58
144.96747953791441,-37.814315904713865,62.92
144.95835550065965,-37.81723225248825,18.66
144.97459303727513,-37.81400146916543,2.0
144.96790077228655,-37.812323908038266,10.0
144.95286912870372,-37.81669336994118,78.75
144.96209552846574,-37.810490478997345,43.0
144.96794014448668,-37.81580445648611,4.5
144.9599167854374,-37.81181205191287,47.0
144.9744429920728,-37.81853777920295,10.2
144.96322951426984,-37.81567818991625,114.0
144.9571895293956,-37.81498896675832,162.87
144.960901874906,-37.809337417775346,6.12
144.96593088170366,-37.81531918452804,18.0
144.9535932397166,-37.81795368776408,5.8
144.95888973277485,-37.81703823692065,6.34
144.965918430084,-37.81095543987216,7.4
144.95589340048454,-37.81314979388708,173.5
144.97423088496075,-37.81523093466598,245.5
144.961583597675,-37.812402127370405,86.9
144.9636945171978,-37.81383402243689,13.0
144.95301762080277,-37.80989475834228,77.83
144.95823797193134,-37.814791574406684,2.0
144.95234299027084,-37.817966313586616,90.95
144.95544401800177,-37.8178171571773,2.0
144.97322217364385,-37.810502956588685,3.0
144.97368635571422,-37.816947264457895,6.0
144.96243236436564,-37.81846252871962,3.0
144.95444300930512,-37.81971397853891,26.19
144.96260489836533,-37.82081502188876,8.6
144.95911109046838,-37.818116547039885,5.8
144.96855268536345,-37.81823495981074,1.0
144.96697642478944,-37.81060532454648,10.17
144.9523993749435,-37.815271040974004,1.17
144.95907923776346,-37.81478667507411,6.4
144.9619207575471,-37.81575629498821,2.0
144.9591142451882,-37.8119837085758,16.2
144.95308399018265,-37.817232330754,6.0
144.97121513057587,-37.816237435686304,133.0
144.96860865473064,-37.8169228791877,1.0
144.96647122664504,-37.81279930023521,9.0
144.9709967593209,-37.81563268663811,1.25
144.97230084961748,-37.8171629390414,8.0
144.95579523396967,-37.8147831174635,13.75
144.97170169156377,-37.82077518862788,19.87
144.9725968372854,-37.812991602462084,6.14
144.97278872250232,-37.820076357344085,523.88
144.96500212969855,-37.81893819817903,16.0
144.96428734087044,-37.819630406901176,11.44
144.9660957279087,-37.8121892277536,15.0
144.9663433788875,-37.810394719112004,59.36
144.97443457320034,-37.82076817300829,4.0
144.9635295175094,-37.810855087121375,152.17
144.96524636644813,-37.81510620569626,2.0
144.96406459339758,-37.81798823180306,8.4
144.95237870133184,-37.81486414736712,2.87
144.97104779861775,-37.81726946407526,1.5
144.95345521872733,-37.82019049732615,1.08
144.96387856764784,-37.81902599485037,20.0
144.95277216757023,-37.81772837103263,34.0
144.95439951573837,-37.81659182447456,14.0
144.9562690088337,-37.810504849995674,48.25
144.96025620807433,-37.81535918624005,1.0
144.96821147501836,-37.81038565891667,86.61
144.96482105545624,-37.81139352140241,14.2
144.95998758026315,-37.81563159453069,195.75
144.958273874935,-37.820278858020956,227.8
144.95787768809916,-37.82029287776093,4.0
144.95280369180742,-37.81068363607228,2.5
144.97135836368525,-37.82074136147611,2.25
144.95835586821102,-37.81044179957122,1.0
144.97423349788392,-37.82048942065946,4.0
144.95336952396218,-37.8167379444847,8.6
144.97349765278244,-37.815137252571425,1.0
144.95382738442538,-37.81693258660815,7.6
144.95333864431916,-37.81772669957579,3.75
144.97030912425598,-37.8186214678366,9.34
144.9552556323149,-37.817296389297326,2.2
144.95703020827872,-37.814968821498624,6.5
144.97199328227833,-37.8191825742896,1.0
144.9626680225569,-37.811720595697444,72.83
144.96011094683737,-37.815539972456186,109.0
144.95986288989582,-37.819749157500404,1.0
144.9527379625022,-37.81417108147275,61.93
144.95594002667337,-37.81834164414132,18.0
144.96609495660726,-37.812268742569266,10.0
144.9660116882328,-37.813906855427234,6.0
144.95788466262445,-37.812806798832725,12.4
144.952910801795,-37.815138887647215,8.8
144.9630039074742,-37.810648876636044,6.0
144.9721831542855,-37.81521856872661,12.0
144.966376932142,-37.81923494221956,56.5
144.96636812470635,-37.8129588515762,28.75
144.96448759788586,-37.80907145032854,9.4
144.96693728643152,-37.816588043688924,4.0
144.9613914673864,-37.814094240017155,4140.35
144.96865947480154,-37.817007702394356,13.0
144.97148399911558,-37.81194519357828,634.5
144.96246993974546,-37.81331568967325,5.0
144.96507241487515,-37.81423792931677,9.21
144.96270644610573,-37.81890481256942,62.58
144.95256642008502,-37.81787763072024,60.6
144.97381818353236,-37.81001777595565,83.0
144.96710229015923,-37.81936723757992,1.44
144.96012363418163,-37.813395443953624,43.4
144.9686002383162,-37.81741636056695,1.2
144.95774878893374,-37.81634498267132,7.0
144.95254990189122,-37.81879240158438,6.5
144.9623723240118,-37.819022112842276,34.68
144.95681434258617,-37.8156248451228,22.0
144.97007115918774,-37.81943910947255,9.8
144.9584874171,-37.82089485230616,7.6
144.9670528923781,-37.81366314861033,20.0
144.9521085791767,-37.82034953193502,1.33
144.95517334150918,-37.816045335750225,11.35
144.9573264309746,-37.81662966685358,1.33
144.95849883646778,-37.81848712989015,8.0
144.95810840296585,-37.81765184521657,2.0
144.9707410934022,-37.8117427648217,1.75
144.96063627865198,-37.81345189117492,3.8
144.9635462837476,-37.80966653188937,3.75
144.96549239218814,-37.812268996888825,3.93
144.97235312583192,-37.81707121443803,2.0
144.9656726973935,-37.811434827663,116.8
144.9661256726197,-37.81873066305128,68.89
144.95794891228823,-37.82010914388933,22.0
144.97101225235892,-37.81333704977245,43.0
144.9723986311161,-37.816922955487556,59.5
144.9638469204752,-37.81775921552343,2.25
144.95264145776795,-37.81976076408164,0.82
144.952850721973,-37.81354079466649,9.34
144.96044530096188,-37.81631587157412,41.6
144.97393448996647,-37.81683695107833,29.26
144.97093152687017,-37.81702916648844,8.0
144.96943494383243,-37.81818252946503,33.62
144.9548013301959,-37.819111618010666,2.0
144.96636946090004,-37.81495202138318,76.79
144.95356617967755,-37.81474177337698,1.5
144.95449947070932,-37.8169369079796,6.8
144.9662945175412,-37.81646365451724,14.5
144.97305888769495,-37.81834752203762,344.5
144.97077843402712,-37.81241320214143,14.25
144.96363093794557,-37.811252074129804,6.5
144.95396297798803,-37.81075214551959,868.25
144.96640941750485,-37.81267888424935,111.0
144.9723019925849,-37.81129044964406,1.0
144.97469451391697,-37.813025740067175,67.25
144.95446694889657,-37.817776020286225,21.55
144.97288743107399,-37.81452708652477,13.67
144.96405678304828,-37.810577921162064,2.0
144.96743341126577,-37.81536553944485,3.5
144.9721218343715,-37.82060049150353,61.5
144.9641545111871,-37.81352999189868,3.43
144.96328049952353,-37.814331450066895,10.6
144.9638720237514,-37.81546532803412,34.0
144.95562519865211,-37.81204669206449,67.0
144.95692279318365,-37.816235527308685,8.33
144.95657998984584,-37.812725412177805,14.0
144.95246729140123,-37.810774496108465,43.45
144.96918775620554,-37.8139518457656,54.08
144.96235670277002,-37.81474710302056,5.4
144.9645805928327,-37.80926686828928,65.8
144.96749902478138,-37.81654047897918,91.93
144.97427451764113,-37.81478309087665,14.0
144.96539997409346,-37.820776241761756,1.0
144.9688964878522,-37.8171289066045,14.25
144.9548300548891,-37.81352414974787,8.6
144.955998958024,-37.81596793858647,1.0
144.95706594836008,-37.818250840545794,2.0
144.95409792593261,-37.81427905547974,8.0
144.96934543786853,-37.81320298879843,1.0
144.9575068982123,-37.81376315274174,11.75
144.96500889738292,-37.817696893634036,70.24
144.96769084448528,-37.81469681037655,152.75
144.9687031682891,-37.811526405881956,1.0
144.97405366244658,-37.812184142859714,16.0
144.96341801476348,-37.81905749703807,9.15
144.96871385993148,-37.8191457392455,107.0
144.95282594569932,-37.8163558494385,115.5
144.955991320365,-37.815135963176125,31.0
144.95328159976472,-37.81326719957865,56.5
144.96446901761448,-37.81016601142967,21.0
144.97331887563993,-37.81641168462449,6.0
144.96681852361093,-37.8193323005001,2.0
144.96706537823403,-37.819974024534936,4.0
144.9718561534376,-37.81014251869775,6.59
144.97072388088992,-37.8165161856359,51.0
144.9551334578464,-37.81496142423912,9.0
144.96645566140685,-37.81900797007009,7.6
144.95870342596183,-37.819163601478124,8.0
144.9634641882967,-37.81498256762826,4.5
144.95669544662675,-37.81857940951642,18.05
144.9666982263611,-37.820144888098234,1.5
144.95324540012672,-37.81009197334963,10.4
144.96653788778548,-37.82087362885366,24.0
144.9714160905669,-37.809479347354895,7.23
144.97204888430332,-37.817062875661705,69.13
144.97015307407787,-37.81919212436998,1.38
144.96641863762358,-37.819009122410485,124.5
144.97362849588663,-37.812313840514285,105.75
144.9726607956026,-37.81719652492603,3.5
144.95607052232353,-37.81171572174329,42.33
144.96512477354938,-37.81437246634996,3.0
144.96572135259103,-37.813804586448846,8.6
144.96429515601247,-37.81029967048471,6.6
144.95899736865127,-37.81166787838517,3.0
144.96776737425546,-37.81710083732922,30.6
144.9581836127274,-37.811870274569664,1.5
144.9734848733245,-37.81210090925713,7.8
144.9535356099674,-37.814462729585685,1.4
144.96095677776944,-37.81948178751831,156.5
144.9689626374007,-37.81539377916419,95.36
144.96261558642874,-37.81896290327237,4.5
144.96900690415504,-37.8130303668125,3.35
144.96754493772696,-37.81935889651268,55.5
144.96577627822086,-37.816473764268935,41.0
144.97289178645934,-37.8110085941343,4.8
144.9625200769583,-37.81741862585295,7.0
144.95485098789442,-37.81413419527111,70.75
144.95787845509085,-37.816588710421804,7.4
144.96802419399097,-37.81778055094147,17.75
144.96458101538246,-37.809258952041525,2.0
144.95703895942208,-37.82032043951259,35.75
144.97094775708882,-37.81348901475536,4.75
144.96371008445908,-37.81110755769625,50.5
144.97100769469964,-37.80940701406321,40.0
144.9607389795032,-37.814374649275045,53.0
144.96304692581666,-37.82084485797292,146.94
144.957410852912,-37.82042604322959,68.0
144.97428499159582,-37.81656610289741,9.57
144.9623401635046,-37.82076896459416,3.33
144.96397278432045,-37.81312683619365,328.57
144.9683031674098,-37.81479707912031,5.5
144.9740708495724,-37.81920202734443,111.0
144.95452338768774,-37.81658688408072,480.0
144.96789749504413,-37.818359598958914,12.5
144.9625011037449,-37.818642497084646,18.0
144.9694945584059,-37.81204644904133,11.2
144.96878823211415,-37.8163718379446,38.75
144.9670529367045,-37.81982354341559,106.04
144.96269590504954,-37.81552182295003,8.5
144.96792909202935,-37.812519854235745,3.0
144.96600672598714,-37.81937769396095,13.0
144.97337374022248,-37.815248062408216,132.63
144.95621439566116,-37.81973239913898,8.5
144.97410935048677,-37.815990772721186,1.0
144.95833832483493,-37.815529515614486,3.0
144.9677010454536,-37.81826008600763,1.47
144.96735908163188,-37.81726630540404,10.8
144.95360291194677,-37.81302643018719,2.86
144.96247365735877,-37.814701554921605,55.25
144.97354102301185,-37.81296008070644,473.5
144.96848438122558,-37.81897597735776,100.0
144.9586330288979,-37.81171052837111,1.5
144.95954009322773,-37.818137841452504,33.5
144.95257016513025,-37.81944271422586,1.0
144.95705190653825,-37.810845529226675,7.0
144.97291437059587,-37.80914107945112,27.42
144.95351391475282,-37.809925779414705,5.8
144.9710773781086,-37.8152464194697,23.8
144.96280864050857,-37.81527334954137,1.0
144.95547767586405,-37.81516650535833,1.0
144.9642970576873,-37.81923929708813,9.0
144.95896254767115,-37.81346518842618,55.5
144.96836830049162,-37.8107385600657,10.8
144.97247898479154,-37.82026041428454,7.5
144.96175276232327,-37.81925484716614,14.57
144.9720332450179,-37.81965900945365,1.0
144.9525832299554,-37.81697047871617,3.5
144.9554960314166,-37.809219858890785,40.16
144.95888856983254,-37.81142010733564,1.0
144.961022338625,-37.81271556698684,17.25
144.9721828852898,-37.809786495333064,8.25
144.96399191956039,-37.81280312710943,8.0
144.95661261555338,-37.81829572649735,77.0
144.95301650492945,-37.81935359388269,1.2
144.95998505517684,-37.81851532569623,11.34
144.95676885210693,-37.8190087198061,72.62
144.9637074457607,-37.81876858623513,15.0
144.95435598031693,-37.811821889896265,84.67
144.97227495647522,-37.81701756969426,50.2
144.9594166907045,-37.82070020046287,4.0
144.96964029202817,-37.81660538069638,39.5
144.9626694354664,-37.81091458636938,2.5
144.95921670512087,-37.81298141312471,137.0
144.97271432779257,-37.816817776343264,9.05
144.97121102549733,-37.815278469111874,10.24
144.9667826183456,-37.818433823383735,2.0
144.97332202072667,-37.82000525914619,90.07
144.96538117465997,-37.811008247489134,13.4
144.95963125666893,-37.818718863625506,8.29
144.95457385014439,-37.81971690219734,94.7
144.95399274142864,-37.81087700085667,2.0
144.95755810198452,-37.81980419007134,37.0
144.9539809586365,-37.81360435470406,109.0
144.9561465359049,-37.81375957553927,42.4
144.96390337655566,-37.82012394677278,13.0
144.96147937904936,-37.815028938347105,31.4
144.96618687262304,-37.81133061582725,7.6
144.9610072417947,-37.812243941427084,2.0
144.95389547750722,-37.80921573580408,34.5
144.95860945791998,-37.81596183847495,10.0
144.9623177151358,-37.81861141989845,1.66
144.9617332646796,-37.82013597448815,2.0
144.97361124831568,-37.81794006591826,59.17
144.95252691795326,-37.810937475009894,8.0
144.95266875409212,-37.815756850090054,30.5
144.96618399215626,-37.81481914317302,17.53
144.95601988594453,-37.812083170908906,24.87
144.96691251214565,-37.820633841172395,6.6
144.9523757774343,-37.814538734365335,8.0
144.97450866486702,-37.81360445699029,451.15
144.97126841197542,-37.81256790145303,11.0
144.95914990978463,-37.81167646907019,120.48
144.962912131273,-37.81927613681108,2.0
144.96582045259507,-37.815669227051536,28.0
144.96163605825953,-37.81657652224178,108.96
144.96894816033364,-37.81537813939022,117.2
144.95932354927385,-37.815929743079884,2.87
144.9535388694699,-37.81447516938569,7.6
144.96465539542322,-37.8153834072818,1.0
144.95812682029526,-37.81239309685386,9.2
144.9708596759601,-37.81591764780547,36.6
144.97028358361072,-37.81238842696963,1.0
144.95787567605953,-37.81407221584965,16.25
144.9627617647377,-37.81220687232784,7.0
144.9619784450242,-37.81904560430944,45.5
144.9548331337794,-37.81850463203122,0.9
144.96037093554733,-37.818593304008076,60.11
144.95960132023802,-37.810357876276385,25.7
144.96609567357973,-37.81088145880151,0.93
144.9525670945095,-37.809284058835985,11.67
144.97475218578302,-37.81557665147722,2.0
144.97126466905684,-37.81918107224612,19.0
144.97358198775694,-37.81869811170584,8.4
144.97395294124817,-37.81862274621555,3.0
144.95531755993656,-37.817074418081596,3.0
144.9612796647264,-37.81299846608986,29.75
144.9706197222006,-37.817453614547894,16.0
144.97324711884647,-37.81664784289354,90.2
144.96388125806493,-37.81003475381043,47.8
144.96652014821225,-37.81945074137002,100.0
144.97136032943098,-37.81781543626427,6.0
144.9587975268884,-37.81917670013688,5.0
144.9539188000914,-37.817031677447254,2.0
144.9614875720603,-37.819491831125106,53.0
144.96827215284642,-37.820737441334344,69.16
144.97453714359236,-37.80964369616666,1.75
144.95802598124044,-37.81676363209553,2.2
144.96334434314485,-37.8148594293126,1.0
144.97266017143104,-37.80925373764631,126.34
144.956019465915,-37.8136396871371,7.2
144.9578242476397,-37.81212568737727,6.0
144.96739807570123,-37.819131115373835,6.75
144.97468200541135,-37.81042387205301,17.0
144.95221660189907,-37.81232721390296,319.0
144.95313519574975,-37.82041493382143,9.8
144.95449517681251,-37.812688990956914,65.25
144.96756566216357,-37.81632861944265,81.22
144.95532912532016,-37.814914742192634,4.0
144.9605280770291,-37.81114998140041,7.75
144.96108864430323,-37.812701253871765,1.0
144.9559439618845,-37.81203462281183,4.0
144.95461504303995,-37.81498346499454,17.0
144.9706918367581,-37.81055870254886,39.2
144.96953573426953,-37.81739262510798,18.41
144.96349226461766,-37.82008508030426,42.0
144.96071409473853,-37.81536841737314,14.0
144.9727220152572,-37.81319250035933,10.5
144.96456570481328,-37.81104513436641,1.25
144.96853223435625,-37.81760982411014,7.56
144.95968044328805,-37.81900601968088,503.0
144.9601456660588,-37.81493404313577,102.0
144.9610295932018,-37.81168247930106,8.67
144.96915023612442,-37.817698657328144,16.75
144.96861645929863,-37.81771085675,3.92
144.96264681170655,-37.81645156705506,102.0
144.9612489568852,-37.81880133554446,4.0
144.96955900120585,-37.81461366039888,29.6
144.97383738608912,-37.81154680240013,72.0
144.96284059789173,-37.819120298596665,856.0
144.96550426235115,-37.809310965321835,90.57
144.9711635126385,-37.81854527750691,4.0
144.96724915014062,-37.81527914841023,41.6
144.96367783485167,-37.82068915203392,93.75
144.9586376160124,-37.81897172087724,8.93
144.9539779993539,-37.817889844776076,10.34
144.96163957665996,-37.81758351176392,11.12
