latitude,longitude
-38.183000,145.073520
-38.181930,145.073740
-38.181790,145.073699
-38.181590,145.073640
-38.180880,145.073980
-38.180330,145.073930
-38.180070,145.074090
-38.178960,145.075370
-38.178640,145.075510
-38.178210,145.075430
-38.178300,145.075760
-38.178160,145.076150
-38.177260,145.077120
-38.176110,145.077770
-38.175290,145.078540
-38.174820,145.078600
-38.173820,145.078340
-38.173570,145.078550
-38.173290,145.079350
-38.172960,145.079610
-38.172870,145.080590
-38.172570,145.081200
-38.171870,145.081240
-38.171330,145.081610
-38.171250,145.081810
-38.171490,145.082230
-38.171900,145.082200
-38.171930,145.082400
-38.171650,145.083180
-38.171030,145.084030
-38.170160,145.084760
-38.170084,145.084784
-38.169170,145.085070
-38.168760,145.085510
-38.168240,145.085550
-38.167390,145.086030
-38.166230,145.087020
-38.166174,145.087035
-38.165490,145.087220
-38.165210,145.087130
-38.164240,145.087550
-38.163740,145.088290
-38.163560,145.088290
-38.163750,145.089180
-38.163620,145.089760
-38.163090,145.090730
-38.162620,145.091200
-38.163070,145.092100
-38.163720,145.092450
-38.164200,145.093200
-38.164220,145.093460
-38.163970,145.094450
-38.163390,145.095650
-38.163380,145.096650
-38.162400,145.097900
-38.161950,145.098740
-38.160920,145.099700
-38.158810,145.101220
-38.158090,145.102150
-38.156410,145.103310
-38.155510,145.105130
-38.154240,145.106950
-38.154010,145.107530
-38.153980,145.108490
-38.153430,145.109500
-38.152770,145.110610
-38.152120,145.112250
-38.149640,145.114060
-38.146470,145.115780
-38.145770,145.116240
-38.144820,145.117190
-38.143880,145.117750
-38.141050,145.118950
-38.137920,145.120040
-38.136000,145.120460
-38.133390,145.121340
-38.129310,145.122250
-38.124120,145.123210
-38.121870,145.123380
-38.116970,145.123940
-38.112800,145.124140
-38.111410,145.124360
-38.109630,145.124310
-38.108030,145.124500
-38.106290,145.124410
-38.104830,145.124540
-38.104020,145.124360
-38.099140,145.124440
-38.093853,145.124066
-38.092050,145.123940
-38.090065,145.123621
-38.085000,145.122790
-38.083930,145.122380
-38.082160,145.122250
-38.079048,145.121313
-38.076136,145.120420
-38.075380,145.120190
-38.074370,145.120030
-38.074100,145.119790
-38.073550,145.119980
-38.073220,145.119590
-38.072880,145.119810
-38.071850,145.119380
-38.069040,145.118800
-38.065160,145.117470
-38.062940,145.117040
-38.060150,145.116040
-38.056620,145.114750
-38.053820,145.113340
-38.051980,145.112780
-38.046020,145.109870
-38.043860,145.108640
-38.042430,145.108150
-38.038240,145.105900
-38.036550,145.105150
-38.034960,145.104150
-38.030260,145.101610
-38.028200,145.100140
-38.026880,145.099520
-38.021370,145.095820
-38.017400,145.092750
-38.014200,145.089810
-38.012030,145.087610
-38.010840,145.086160
-38.011020,145.084850
-38.011310,145.084510
-38.010660,145.084990
-38.010380,145.084950
-38.010380,145.084830
-38.011200,145.084300
-38.011150,145.084150
-38.010560,145.084480
-38.009690,145.083710
-38.008940,145.083420
-38.007250,145.082280
-38.005640,145.080950
-38.003770,145.079190
-38.002600,145.077820
-38.001330,145.076610
-38.000210,145.075080
-37.998710,145.073680
-37.994920,145.068700
-37.992900,145.065730
-37.990840,145.062210
-37.988660,145.057790
-37.987620,145.055030
-37.986820,145.051690
-37.986730,145.051410
-37.987573,145.049976
-37.988430,145.048590
-37.988790,145.047360
-37.989310,145.046790
-37.989880,145.045610
-37.990130,145.045940
-37.990050,145.045470
-37.990240,145.044580
-37.990840,145.044100
-37.991130,145.043530
-37.991000,145.043010
-37.991640,145.042820
-37.991920,145.042360
-37.992780,145.042130
-37.994090,145.040550
-37.994120,145.040040
-37.994630,145.039750
-37.994840,145.039190
-37.995520,145.039110
-37.995750,145.038610
-37.996420,145.038300
-37.996350,145.037610
-37.995310,145.036140
-37.995330,145.035720
-37.994910,145.034700
-37.994870,145.032800
-37.994510,145.031400
-37.994590,145.030760
-37.994520,145.030680
-37.994110,145.030880
-37.993510,145.030680
-37.993630,145.030460
-37.993380,145.029760
-37.992730,145.029940
-37.991960,145.029670
-37.991430,145.029090
-37.990820,145.027980
-37.989210,145.027750
-37.988050,145.026990
-37.987070,145.025650
-37.986140,145.024960
-37.985720,145.024260
-37.985840,145.023920
-37.985740,145.023740
-37.985600,145.023380
-37.985090,145.023350
-37.984750,145.023150
-37.984450,145.022660
-37.983120,145.021530
-37.982760,145.020200
-37.982480,145.019700
-37.982330,145.019710
-37.981860,145.018360
-37.981910,145.018050
-37.981800,145.017940
-37.981160,145.018070
-37.980400,145.017280
-37.979760,145.017420
-37.979180,145.017150
-37.977630,145.016210
-37.976320,145.015050
-37.974620,145.014130
-37.973390,145.013200
-37.972290,145.011780
-37.971630,145.011430
-37.971520,145.011110
-37.971060,145.011000
-37.970290,145.010450
-37.969790,145.009610
-37.969450,145.009320
-37.968960,145.010900
-37.967530,145.011420
-37.966570,145.011410
-37.965500,145.010990
-37.965200,145.011010
-37.964720,145.010700
-37.964420,145.010700
-37.964310,145.010410
-37.964160,145.010560
-37.964320,145.010750
-37.964220,145.011110
-37.963460,145.011350
-37.961270,145.010048
-37.960722,145.009770
-37.959785,145.009069
-37.959614,145.008857
-37.959400,145.008598
-37.959326,145.008645
-37.959281,145.008614
-37.958803,145.008084
-37.958577,145.007925
-37.957633,145.007187
-37.957070,145.006827
-37.956778,145.006537
-37.956454,145.006338
-37.955424,145.005546
-37.954956,145.005183
-37.954567,145.004847
-37.954240,145.004511
-37.953855,145.004252
-37.953646,145.003976
-37.953555,145.003820
-37.953373,145.003664
-37.953213,145.003373
-37.952480,145.002708
-37.952154,145.002543
-37.952116,145.002513
-37.952008,145.002391
-37.951794,145.002188
-37.951609,145.002020
-37.951391,145.001792
-37.951375,145.001671
-37.951198,145.001592
-37.951062,145.001459
-37.950781,145.001262
-37.950168,145.000570
-37.949650,145.000072
-37.948819,144.999108
-37.948765,144.999011
-37.948730,144.998814
-37.948681,144.998763
-37.948546,144.998704
-37.948511,144.998612
-37.948487,144.998542
-37.948425,144.998527
-37.948352,144.998539
-37.948279,144.998516
-37.947904,144.998181
-37.947301,144.997450
-37.947196,144.997257
-37.947118,144.997001
-37.947068,144.996767
-37.947028,144.996661
-37.946975,144.996585
-37.946981,144.996530
-37.947102,144.996365
-37.947130,144.996160
-37.947081,144.996051
-37.946993,144.996021
-37.946923,144.996011
-37.946876,144.995848
-37.946790,144.995700
-37.946711,144.995651
-37.946625,144.995673
-37.946556,144.995721
-37.946532,144.995729
-37.946471,144.995691
-37.946420,144.995720
-37.945350,144.995220
-37.945014,144.994893
-37.944530,144.993540
-37.944354,144.993292
-37.944158,144.993128
-37.943980,144.993040
-37.943610,144.992986
-37.942190,144.992860
-37.941952,144.992832
-37.941868,144.992871
-37.941806,144.992932
-37.941821,144.992986
-37.941950,144.993047
-37.942162,144.993101
-37.942582,144.993116
-37.943316,144.993216
-37.943376,144.993273
-37.943531,144.993243
-37.943646,144.993237
-37.943882,144.993258
-37.944251,144.993500
-37.944509,144.994078
-37.944875,144.995071
-37.944888,144.995337
-37.944963,144.995673
-37.945026,144.995871
-37.945031,144.995942
-37.945008,144.996053
-37.944968,144.996122
-37.944955,144.996200
-37.944936,144.996274
-37.944895,144.996368
-37.944815,144.996502
-37.944757,144.996687
-37.944553,144.997089
-37.944340,144.997470
-37.944039,144.997870
-37.943551,144.998449
-37.942567,144.999137
-37.942141,144.999323
-37.941983,144.999390
-37.941336,144.999348
-37.941254,144.999241
-37.940445,144.999147
-37.940326,144.999080
-37.940244,144.998989
-37.940127,144.998909
-37.939434,144.998585
-37.939383,144.998600
-37.939085,144.998475
-37.937860,144.997750
-37.932410,144.992850
-37.927940,144.988660
-37.926420,144.986540
-37.926240,144.985530
-37.924292,144.985758
-37.923883,144.985848
-37.923840,144.985968
-37.923910,144.986209
-37.923905,144.986411
-37.923643,144.986626
-37.923450,144.986666
-37.923099,144.986561
-37.922879,144.986477
-37.922455,144.986131
-37.922344,144.986165
-37.922300,144.986268
-37.922352,144.986529
-37.921934,144.986965
-37.921684,144.987183
-37.921350,144.987283
-37.920963,144.987444
-37.920162,144.987447
-37.919730,144.987401
-37.918970,144.987150
-37.918601,144.986940
-37.918333,144.986824
-37.917933,144.986579
-37.917560,144.986147
-37.917260,144.986200
-37.917133,144.986424
-37.917006,144.986527
-37.916681,144.986523
-37.916032,144.986543
-37.915454,144.986523
-37.914777,144.986391
-37.913836,144.985960
-37.913332,144.985683
-37.913032,144.985328
-37.912714,144.984999
-37.912562,144.985067
-37.912296,144.984880
-37.912198,144.984936
-37.911907,144.984726
-37.911629,144.984824
-37.911580,144.985010
-37.910902,144.985104
-37.910602,144.984980
-37.910489,144.985117
-37.910333,144.985105
-37.909807,144.983499
-37.909350,144.983741
-37.909835,144.985192
-37.909660,144.985361
-37.909301,144.984265
-37.908551,144.981722
-37.908258,144.980900
-37.908052,144.980788
-37.907750,144.980482
-37.907416,144.980182
-37.905106,144.980128
-37.903663,144.982965
-37.903242,144.983938
-37.901500,144.983380
-37.901130,144.983390
-37.899680,144.984160
-37.899240,144.984020
-37.898970,144.984440
-37.898070,144.984960
-37.897680,144.985390
-37.896600,144.985840
-37.893260,144.985930
-37.892420,144.985730
-37.891400,144.984850
-37.891300,144.985120
-37.891000,144.984990
-37.888210,144.982840
-37.887528,144.982145
-37.886680,144.981290
-37.884779,144.979180
-37.884700,144.979090
-37.882930,144.976390
-37.882720,144.976560
-37.882120,144.975660
-37.881440,144.975940
-37.879280,144.975720
-37.879030,144.975860
-37.878890,144.977340
-37.878680,144.977310
-37.878740,144.975580
-37.876292,144.974462
-37.873510,144.974280
-37.872690,144.973610
-37.872490,144.973110
-37.872370,144.973300
-37.871950,144.973340
-37.872330,144.973960
-37.872090,144.974080
-37.871610,144.975480
-37.871090,144.975690
-37.870260,144.975610
-37.867610,144.973460
-37.865730,144.971270
-37.864590,144.969680
-37.864370,144.970900
-37.863340,144.971120
-37.862660,144.971100
-37.861880,144.970780
-37.861870,144.970620
-37.861770,144.970740
-37.860790,144.970310
-37.859630,144.968590
-37.859300,144.968920
-37.859500,144.968590
-37.859370,144.967840
-37.858820,144.967400
-37.857510,144.965680
-37.856220,144.964390
-37.855470,144.963320
-37.852970,144.958340
-37.851210,144.954370
-37.850470,144.952910
-37.848960,144.949220
-37.846770,144.944540
-37.846100,144.942700
-37.845180,144.939940
-37.844790,144.939700
-37.843950,144.938160
-37.843730,144.937590
-37.843890,144.937350
-37.843690,144.937080
-37.843290,144.937070
-37.842730,144.936060
-37.842210,144.934000
-37.843840,144.933360
-37.843300,144.931890
-37.847170,144.930590
-37.847350,144.929985
-37.847290,144.929830
-37.843020,144.931280
-37.842860,144.930540
-37.842310,144.930730
-37.841980,144.929180
-37.841630,144.929300
-37.841330,144.927160
-37.841976,144.926935
-37.841830,144.926291
-37.840030,144.926910
-37.839840,144.925850
-37.840170,144.924290
-37.839720,144.923380
-37.839690,144.918520
-37.840830,144.915240
-37.841936,144.913556
-37.842314,144.913359
-37.844964,144.915368
-37.846957,144.916844
-37.847194,144.917041
-37.847316,144.917084
-37.847425,144.917050
-37.847506,144.916964
-37.847883,144.916175
-37.848556,144.914767
-37.848563,144.914458
-37.849336,144.912718
-37.849566,144.912894
-37.849738,144.912509
-37.848346,144.911515
-37.847715,144.911000
-37.844629,144.908702
-37.844775,144.908374
-37.843130,144.907835
-37.843222,144.907497
-37.841924,144.906734
-37.842020,144.906481
-37.841677,144.906288
-37.841519,144.906723
-37.840959,144.906441
-37.839371,144.906446
-37.839372,144.906184
-37.839271,144.906184
-37.839149,144.906098
-37.839070,144.905923
-37.839040,144.905797
-37.839068,144.905366
-37.839077,144.905221
-37.839081,144.905162
-37.839088,144.904985
-37.839123,144.904728
-37.839437,144.902971
-37.841859,144.903914
-37.844076,144.904751
-37.845876,144.905763
-37.847662,144.906810
-37.848386,144.907222
-37.848968,144.907180
-37.849119,144.907136
-37.849265,144.906936
-37.849564,144.906687
-37.849313,144.905340
-37.848493,144.903697
-37.847457,144.901480
-37.846665,144.900538
-37.845304,144.899329
-37.844471,144.898056
-37.844095,144.897530
-37.844140,144.897440
-37.844110,144.897220
-37.845330,144.897990
-37.848830,144.899460
-37.849470,144.900050
-37.849990,144.900850
-37.851410,144.904050
-37.851730,144.905590
-37.851590,144.904230
-37.850210,144.900800
-37.849640,144.899860
-37.849660,144.899380
-37.847750,144.898170
-37.847570,144.897530
-37.847500,144.896410
-37.847620,144.896050
-37.848030,144.895500
-37.848710,144.895230
-37.849920,144.896340
-37.851228,144.898344
-37.851815,144.899174
-37.852711,144.900166
-37.853710,144.901170
-37.853813,144.901234
-37.853651,144.901585
-37.853734,144.901650
-37.853780,144.901542
-37.853923,144.901688
-37.853995,144.901815
-37.854083,144.901784
-37.854493,144.902080
-37.854584,144.902026
-37.854794,144.902199
-37.856012,144.902565
-37.857580,144.903100
-37.857756,144.902941
-37.857930,144.902876
-37.858164,144.902640
-37.858330,144.902570
-37.858495,144.902508
-37.858970,144.902580
-37.859360,144.902700
-37.859370,144.903550
-37.859730,144.903590
-37.859770,144.903400
-37.860220,144.903520
-37.860160,144.903770
-37.860560,144.903900
-37.860700,144.903560
-37.860630,144.903890
-37.860860,144.903940
-37.861050,144.903410
-37.861730,144.903920
-37.861570,144.904240
-37.862000,144.904890
-37.862210,144.905670
-37.861870,144.905820
-37.861970,144.906160
-37.862320,144.905980
-37.862360,144.906080
-37.861990,144.906270
-37.862321,144.907271
-37.861847,144.907554
-37.862132,144.908387
-37.862369,144.908267
-37.862475,144.908644
-37.862394,144.908681
-37.861674,144.909052
-37.861830,144.909580
-37.861550,144.909740
-37.862070,144.911560
-37.863010,144.912730
-37.863121,144.912650
-37.863190,144.912600
-37.864090,144.913540
-37.864122,144.913542
-37.864275,144.913595
-37.864410,144.913560
-37.864790,144.913270
-37.864842,144.913413
-37.864859,144.913454
-37.864880,144.913501
-37.864960,144.913725
-37.864992,144.915082
-37.865310,144.915344
-37.865366,144.915390
-37.865540,144.915520
-37.866124,144.914534
-37.866810,144.913430
-37.866874,144.913402
-37.867470,144.913140
-37.868550,144.911110
-37.869750,144.909440
-37.870220,144.908430
-37.870700,144.908050
-37.870990,144.907300
-37.870970,144.906470
-37.871180,144.905580
-37.871360,144.905240
-37.872380,144.904520
-37.872690,144.903670
-37.872750,144.902910
-37.872220,144.900800
-37.871870,144.900450
-37.871830,144.899910
-37.871550,144.899400
-37.871190,144.899190
-37.870720,144.898540
-37.870430,144.897200
-37.870100,144.896460
-37.870090,144.895810
-37.868780,144.894520
-37.868850,144.894230
-37.868230,144.893610
-37.867740,144.892580
-37.867500,144.891490
-37.867490,144.890150
-37.867930,144.889270
-37.868408,144.889140
-37.868344,144.888641
-37.868520,144.888180
-37.868310,144.885160
-37.868240,144.885020
-37.867987,144.885032
-37.867851,144.884744
-37.867590,144.884311
-37.867580,144.884053
-37.867345,144.883553
-37.866721,144.883911
-37.866288,144.884001
-37.866099,144.883859
-37.865790,144.882680
-37.865960,144.882180
-37.865700,144.881610
-37.865720,144.880970
-37.866230,144.880690
-37.866430,144.879540
-37.866770,144.879280
-37.867129,144.879327
-37.867330,144.879550
-37.867670,144.879490
-37.868170,144.879110
-37.868080,144.878620
-37.867780,144.878440
-37.867640,144.877950
-37.867420,144.878120
-37.867260,144.878020
-37.867310,144.877520
-37.866636,144.876790
-37.866088,144.876626
-37.865311,144.876393
-37.864760,144.875910
-37.863590,144.874440
-37.863348,144.874186
-37.862837,144.874197
-37.862225,144.874127
-37.861067,144.873479
-37.860606,144.873228
-37.860129,144.872291
-37.859738,144.871266
-37.859458,144.869846
-37.859292,144.869265
-37.859113,144.868343
-37.859083,144.867673
-37.859122,144.866915
-37.859762,144.865063
-37.860016,144.864213
-37.860185,144.862481
-37.860208,144.862278
-37.860180,144.862009
-37.860201,144.861846
-37.860243,144.861563
-37.860216,144.861486
-37.860169,144.861406
-37.860075,144.861436
-37.859823,144.861720
-37.860180,144.861134
-37.860279,144.860981
-37.860453,144.860845
-37.860604,144.860790
-37.860626,144.860655
-37.860640,144.860271
-37.860727,144.860152
-37.860849,144.860099
-37.860995,144.859996
-37.861141,144.859848
-37.861281,144.859821
-37.861530,144.859410
-37.861550,144.859190
-37.861290,144.859350
-37.861200,144.859210
-37.861570,144.858770
-37.861800,144.858720
-37.862140,144.857960
-37.862358,144.857601
-37.862470,144.857330
-37.863091,144.856467
-37.863144,144.856411
-37.863210,144.856391
-37.863297,144.856440
-37.863363,144.856423
-37.863418,144.856324
-37.863454,144.856204
-37.863442,144.856003
-37.863369,144.855533
-37.863320,144.854814
-37.863308,144.854119
-37.863322,144.853280
-37.863347,144.852766
-37.863530,144.851768
-37.863620,144.851298
-37.863781,144.851073
-37.863904,144.850811
-37.863967,144.850507
-37.864069,144.850131
-37.864265,144.849850
-37.864450,144.849530
-37.865170,144.848980
-37.866337,144.847320
-37.866051,144.845067
-37.866087,144.845049
-37.866360,144.847252
-37.868200,144.845640
-37.868223,144.845204
-37.868369,144.844835
-37.868604,144.844418
-37.868863,144.844117
-37.868975,144.843737
-37.869123,144.843307
-37.869134,144.843268
-37.869155,144.843251
-37.869188,144.843252
-37.869204,144.843225
-37.869235,144.843004
-37.869273,144.842921
-37.869498,144.842853
-37.869860,144.842702
-37.869963,144.842627
-37.870044,144.842470
-37.870079,144.842267
-37.870103,144.842062
-37.870141,144.841839
-37.870218,144.841630
-37.870754,144.841087
-37.871200,144.840720
-37.871510,144.840210
-37.871410,144.838070
-37.871387,144.837255
-37.871490,144.836760
-37.871561,144.836190
-37.871590,144.835520
-37.871257,144.833151
-37.871136,144.830151
-37.871097,144.828994
-37.871191,144.827125
-37.871223,144.824464
-37.872380,144.820529
-37.873773,144.817132
-37.875740,144.813510
-37.877040,144.811970
-37.877390,144.811920
-37.878200,144.810800
-37.878922,144.810010
-37.879300,144.809636
-37.879838,144.809047
-37.880190,144.808453
-37.880397,144.808314
-37.880670,144.808591
-37.880830,144.808653
-37.880912,144.808627
-37.881400,144.808450
-37.881960,144.808320
-37.884760,144.807480
-37.887450,144.807490
-37.886920,144.808200
-37.885590,144.808360
-37.884640,144.808170
-37.885540,144.808560
-37.886700,144.808480
-37.887580,144.808150
-37.888660,144.808420
-37.889650,144.807750
-37.891280,144.807640
-37.892050,144.806870
-37.892970,144.806290
-37.894030,144.804720
-37.894350,144.804500
-37.894780,144.804000
-37.896900,144.802310
-37.897730,144.801900
-37.897570,144.802330
-37.897950,144.802200
-37.898550,144.801000
-37.898650,144.801290
-37.899250,144.801300
-37.899730,144.801090
-37.901130,144.799910
-37.902060,144.799880
-37.903210,144.799420
-37.904640,144.798380
-37.904730,144.798560
-37.905040,144.798500
-37.905130,144.798050
-37.905890,144.797910
-37.906680,144.797520
-37.907300,144.797620
-37.907430,144.797490
-37.907710,144.798230
-37.909200,144.797290
-37.909480,144.797530
-37.910340,144.797040
-37.912190,144.796730
-37.913430,144.796750
-37.916370,144.797280
-37.917640,144.797010
-37.918810,144.797160
-37.920180,144.798180
-37.923070,144.799220
-37.923280,144.798810
-37.923430,144.797140
-37.923860,144.796080
-37.924200,144.795590
